window_id,mae_naive,mae_xgb,cutoff_end_date
2015-01-12__2017-01-02,0.05599999999999994,0.009754215240478481,2017-01-02
2019-04-01__2021-03-22,0.010250000000000203,0.009737166881561232,2021-03-22
1997-09-15__1999-09-06,0.016749999999999987,0.009609715938568186,1999-09-06
2017-11-13__2019-11-04,0.03224999999999989,0.009493505001067937,2019-11-04
1996-12-09__1998-11-30,0.03274999999999992,0.009178717970848016,1998-11-30
2016-07-25__2018-07-16,0.024250000000000105,0.0088737750053407,2018-07-16
1995-04-03__1997-03-24,0.005749999999999977,0.008727864980697608,1997-03-24
2000-01-31__2002-01-21,0.008750000000000091,0.008720379590988092,2002-01-21
2000-10-09__2002-09-30,0.03350000000000003,0.008555610418319703,2002-09-30
1996-04-29__1998-04-20,0.030250000000000055,0.008497465848922692,1998-04-20
2000-04-24__2002-04-15,0.010499999999999898,0.008428003311157117,2002-04-15
1997-02-03__1999-01-25,0.019000000000000017,0.00828945410251622,1999-01-25
1997-12-08__1999-11-29,0.0022499999999999187,0.008141328334808351,1999-11-29
1996-05-27__1998-05-18,0.006749999999999923,0.00728806471824639,1998-05-18
1997-05-26__1999-05-17,0.026499999999999968,0.007233974218368577,1999-05-17
1995-05-01__1997-04-21,0.006500000000000006,0.007213974237442078,1997-04-21
1995-02-06__1997-01-27,0.013000000000000067,0.007175972938537667,1997-01-27
1995-06-26__1997-06-16,0.01974999999999999,0.00656287336349487,1997-06-16
2018-09-17__2020-09-07,0.042750000000000066,0.006500913143158038,2020-09-07
1997-04-28__1999-04-19,0.004999999999999949,0.006032018661498939,1999-04-19
1994-05-30__1996-05-20,0.026750000000000107,0.005966409921646154,1996-05-20
1995-01-09__1996-12-30,0.010999999999999954,0.005928810358047487,1996-12-30
1996-09-16__1998-09-07,0.010999999999999899,0.005919110059738275,1998-09-07
1994-06-27__1996-06-17,0.02700000000000008,0.005833314895629882,1996-06-17
2000-07-17__2002-07-08,0.019500000000000017,0.005501456737518284,2002-07-08
1994-10-17__1996-10-07,0.023249999999999937,0.005303557157516459,1996-10-07
1994-08-22__1996-08-12,0.0034999999999999476,0.005288507461547853,1996-08-12
2016-08-22__2018-08-13,0.010499999999999843,0.00449253892898549,2018-08-13
1997-10-13__1999-10-04,0.021250000000000102,0.0037955539226531276,1999-10-04
1996-06-24__1998-06-15,0.008500000000000063,0.0034457652568817276,1998-06-15
1996-04-01__1998-03-23,0.02975000000000011,0.0030281817913055953,1998-03-23
1994-12-12__1996-12-02,0.010249999999999926,0.0015553512573242,1996-12-02
