window_id,train_start,train_end,test_start,test_end,model,mae,rmse,smape,bias
1997-04-28__1999-04-19,1997-04-28,1999-04-19,1999-04-26,1999-05-17,Naive (lag_1),0.003249999999999975,0.0037749172176353416,0.2766600957395503,-0.0012499999999999734
1997-04-28__1999-04-19,1997-04-28,1999-04-19,1999-04-26,1999-05-17,Seasonal Naive (lag_52),0.07699999999999996,0.07724635913750236,6.7681770968068795,-0.07699999999999996
1997-04-28__1999-04-19,1997-04-28,1999-04-19,1999-04-26,1999-05-17,XGBoost,0.0036992998123168697,0.00408572138614181,0.31424674352603377,0.000909869194030799
1997-05-26__1999-05-17,1997-05-26,1999-05-17,1999-05-24,1999-06-14,Naive (lag_1),0.008499999999999952,0.010464224768228142,0.7307419878331352,0.008000000000000007
1997-05-26__1999-05-17,1997-05-26,1999-05-17,1999-05-24,1999-06-14,Seasonal Naive (lag_52),0.046999999999999875,0.04751315607281827,4.155251009206074,-0.046999999999999875
1997-05-26__1999-05-17,1997-05-26,1999-05-17,1999-05-24,1999-06-14,XGBoost,0.01948278737068182,0.021387406831088647,1.6752341561392758,0.01948278737068182
1997-06-23__1999-06-14,1997-06-23,1999-06-14,1999-06-21,1999-07-12,Naive (lag_1),0.013500000000000012,0.013765899897936211,1.1614325941630972,-0.008500000000000008
1997-06-23__1999-06-14,1997-06-23,1999-06-14,1999-06-21,1999-07-12,Seasonal Naive (lag_52),0.07049999999999995,0.07152272366178453,6.2321733677163,-0.07049999999999995
1997-06-23__1999-06-14,1997-06-23,1999-06-14,1999-06-21,1999-07-12,XGBoost,0.005814178705215445,0.0075848374095708855,0.5000428020786879,-0.0021798641681671227
1997-07-21__1999-07-12,1997-07-21,1999-07-12,1999-07-19,1999-08-09,Naive (lag_1),0.016000000000000014,0.018708286933869726,1.3182233173583142,-0.016000000000000014
1997-07-21__1999-07-12,1997-07-21,1999-07-12,1999-07-19,1999-08-09,Seasonal Naive (lag_52),0.14649999999999996,0.14830879946921555,12.661290857354308,-0.14649999999999996
1997-07-21__1999-07-12,1997-07-21,1999-07-12,1999-07-19,1999-08-09,XGBoost,0.03724579095840452,0.03834522950182633,3.0693533828093256,-0.03724579095840452
1997-08-18__1999-08-09,1997-08-18,1999-08-09,1999-08-16,1999-09-06,Naive (lag_1),0.010000000000000009,0.015215124054702916,0.7905402963315721,-0.009000000000000008
1997-08-18__1999-08-09,1997-08-18,1999-08-09,1999-08-16,1999-09-06,Seasonal Naive (lag_52),0.22024999999999995,0.22046598377073953,18.896811374495282,-0.22024999999999995
1997-08-18__1999-08-09,1997-08-18,1999-08-09,1999-08-16,1999-09-06,XGBoost,0.028197664737701356,0.028591547135799165,2.234756694300445,-0.028197664737701356
1997-09-15__1999-09-06,1997-09-15,1999-09-06,1999-09-13,1999-10-04,Naive (lag_1),0.008999999999999952,0.010173494974687851,0.6941173221383353,-0.003500000000000003
1997-09-15__1999-09-06,1997-09-15,1999-09-06,1999-09-13,1999-10-04,Seasonal Naive (lag_52),0.24700000000000005,0.24707792293120814,21.017151455031726,-0.24700000000000005
1997-09-15__1999-09-06,1997-09-15,1999-09-06,1999-09-13,1999-10-04,XGBoost,0.028752343654632584,0.03016517005621626,2.238749262740645,-0.028752343654632584
1997-10-13__1999-10-04,1997-10-13,1999-10-04,1999-10-11,1999-11-01,Naive (lag_1),0.006250000000000033,0.0077620873481300656,0.4869625525249396,0.006250000000000033
1997-10-13__1999-10-04,1997-10-13,1999-10-04,1999-10-11,1999-11-01,Seasonal Naive (lag_52),0.22224999999999995,0.2222695435726631,19.033878614137194,-0.22224999999999995
